clip_name,subject,filename,onset,apex,offset,emotion,frame_folder,depth_folder,fold
spNO.201_g_165,spNO.201,g,165,170,175,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_g_165,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_g_165,3
spNO.201_i_50,spNO.201,i,50,57,62,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_i_50,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_i_50,3
spNO.201_i_61,spNO.201,i,61,64,66,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_i_61,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_i_61,3
spNO.201_j_1759,spNO.201,j,1759,1767,1778,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_j_1759,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_j_1759,3
spNO.201_m_360,spNO.201,m,360,364,369,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_m_360,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_m_360,3
spNO.201_m_381,spNO.201,m,381,388,397,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_m_381,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_m_381,3
spNO.201_m_1174,spNO.201,m,1174,1178,1205,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.201_m_1174,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.201_m_1174,3
spNO.202_b_65,spNO.202,b,65,71,79,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_b_65,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_b_65,3
spNO.202_e_7,spNO.202,e,7,7,487,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_e_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_e_7,3
spNO.202_f_7,spNO.202,f,7,7,45,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_f_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_f_7,3
spNO.202_f_45,spNO.202,f,45,52,60,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_f_45,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_f_45,3
spNO.202_g_393,spNO.202,g,393,396,401,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_g_393,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_g_393,3
spNO.202_j_78,spNO.202,j,78,86,111,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_j_78,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_j_78,3
spNO.202_j_570,spNO.202,j,570,577,611,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_j_570,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_j_570,3
spNO.202_k_7,spNO.202,k,7,7,96,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_k_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_k_7,3
spNO.202_l_7,spNO.202,l,7,7,22,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_l_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_l_7,3
spNO.202_l_3267,spNO.202,l,3267,3271,3283,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_l_3267,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_l_3267,3
spNO.202_m_1,spNO.202,m,1,1,70,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_m_1,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_m_1,3
spNO.202_m_204,spNO.202,m,204,212,303,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.202_m_204,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.202_m_204,3
spNO.203_d_7,spNO.203,d,7,7,195,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_d_7,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_d_7,2
spNO.203_d_2067,spNO.203,d,2067,2074,2120,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_d_2067,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_d_2067,2
spNO.203_e_6,spNO.203,e,6,6,49,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_e_6,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_e_6,2
spNO.203_g_111,spNO.203,g,111,119,142,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_g_111,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_g_111,2
spNO.203_h_2161,spNO.203,h,2161,2169,2196,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_h_2161,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_h_2161,2
spNO.203_i_5,spNO.203,i,5,5,198,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.203_i_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.203_i_5,2
spNO.204_a_513,spNO.204,a,513,521,535,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_a_513,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_a_513,0
spNO.204_a_606,spNO.204,a,606,612,635,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_a_606,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_a_606,0
spNO.204_b_276,spNO.204,b,276,284,298,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_b_276,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_b_276,0
spNO.204_b_670,spNO.204,b,670,678,698,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_b_670,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_b_670,0
spNO.204_e_1651,spNO.204,e,1651,1659,1679,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_e_1651,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_e_1651,0
spNO.204_j_500,spNO.204,j,500,503,516,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_j_500,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_j_500,0
spNO.204_j_697,spNO.204,j,697,701,706,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_j_697,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_j_697,0
spNO.204_k_721,spNO.204,k,721,727,777,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_k_721,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_k_721,0
spNO.204_m_2679,spNO.204,m,2679,2685,2695,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.204_m_2679,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.204_m_2679,0
spNO.206_a_10,spNO.206,a,10,17,24,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_a_10,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_a_10,1
spNO.206_a_117,spNO.206,a,117,124,146,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_a_117,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_a_117,1
spNO.206_c_69,spNO.206,c,69,75,80,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_c_69,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_c_69,1
spNO.206_d_2056,spNO.206,d,2056,2063,2086,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_d_2056,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_d_2056,1
spNO.206_e_338,spNO.206,e,338,346,358,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_338,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_338,1
spNO.206_e_377,spNO.206,e,377,385,393,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_377,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_377,1
spNO.206_e_625,spNO.206,e,625,633,642,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_625,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_625,1
spNO.206_e_1133,spNO.206,e,1133,1138,1142,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_e_1133,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_e_1133,1
spNO.206_f_31,spNO.206,f,31,37,46,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_f_31,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_f_31,1
spNO.206_f_117,spNO.206,f,117,122,141,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_f_117,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_f_117,1
spNO.206_g_76,spNO.206,g,76,83,108,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_g_76,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_g_76,1
spNO.206_g_113,spNO.206,g,113,121,138,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_g_113,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_g_113,1
spNO.206_g_368,spNO.206,g,368,375,385,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_g_368,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_g_368,1
spNO.206_h_35,spNO.206,h,35,40,46,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_35,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_35,1
spNO.206_h_75,spNO.206,h,75,79,90,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_75,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_75,1
spNO.206_h_95,spNO.206,h,95,101,116,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_95,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_95,1
spNO.206_h_336,spNO.206,h,336,339,343,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_h_336,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_h_336,1
spNO.206_j_19,spNO.206,j,19,25,30,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_j_19,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_j_19,1
spNO.206_k_1588,spNO.206,k,1588,1594,1601,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_k_1588,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_k_1588,1
spNO.206_l_1630,spNO.206,l,1630,1638,1669,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_l_1630,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_l_1630,1
spNO.206_l_2601,spNO.206,l,2601,2608,2613,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_l_2601,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_l_2601,1
spNO.206_m_244,spNO.206,m,244,252,260,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_m_244,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_m_244,1
spNO.206_m_277,spNO.206,m,277,283,300,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.206_m_277,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.206_m_277,1
spNO.207_a_303,spNO.207,a,303,308,346,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_a_303,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_a_303,2
spNO.207_a_667,spNO.207,a,667,673,822,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_a_667,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_a_667,2
spNO.207_b_358,spNO.207,b,358,365,389,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_b_358,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_b_358,2
spNO.207_c_5,spNO.207,c,5,5,38,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_5,2
spNO.207_c_100,spNO.207,c,100,107,143,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_100,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_100,2
spNO.207_c_366,spNO.207,c,366,372,380,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_366,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_366,2
spNO.207_c_555,spNO.207,c,555,563,586,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_555,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_555,2
spNO.207_c_3118,spNO.207,c,3118,3126,3165,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_3118,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_3118,2
spNO.207_c_3285,spNO.207,c,3285,3293,3353,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_c_3285,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_c_3285,2
spNO.207_d_565,spNO.207,d,565,573,633,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_d_565,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_d_565,2
spNO.207_e_271,spNO.207,e,271,278,296,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_e_271,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_e_271,2
spNO.207_e_404,spNO.207,e,404,410,414,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_e_404,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_e_404,2
spNO.207_h_98,spNO.207,h,98,106,127,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_h_98,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_h_98,2
spNO.207_h_1843,spNO.207,h,1843,1850,1955,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_h_1843,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_h_1843,2
spNO.207_h_2479,spNO.207,h,2479,2484,2503,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_h_2479,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_h_2479,2
spNO.207_i_4176,spNO.207,i,4176,4183,4208,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_i_4176,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_i_4176,2
spNO.207_j_24,spNO.207,j,24,30,48,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_j_24,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_j_24,2
spNO.207_j_416,spNO.207,j,416,421,453,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_j_416,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_j_416,2
spNO.207_l_220,spNO.207,l,220,228,253,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_220,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_220,2
spNO.207_l_474,spNO.207,l,474,479,496,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_474,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_474,2
spNO.207_l_2028,spNO.207,l,2028,2035,2068,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_2028,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_2028,2
spNO.207_l_3698,spNO.207,l,3698,3706,3726,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_3698,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_3698,2
spNO.207_l_3948,spNO.207,l,3948,3951,3971,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_l_3948,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_l_3948,2
spNO.207_m_26,spNO.207,m,26,34,48,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.207_m_26,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.207_m_26,2
spNO.208_c_278,spNO.208,c,278,286,311,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_278,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_278,4
spNO.208_c_1706,spNO.208,c,1706,1714,1739,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1706,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1706,4
spNO.208_c_1830,spNO.208,c,1830,1838,1854,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1830,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1830,4
spNO.208_c_1898,spNO.208,c,1898,1906,1929,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1898,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1898,4
spNO.208_c_1971,spNO.208,c,1971,1979,1994,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_1971,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_1971,4
spNO.208_c_2334,spNO.208,c,2334,2341,2349,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_c_2334,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_c_2334,4
spNO.208_d_1013,spNO.208,d,1013,1020,1028,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_d_1013,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_d_1013,4
spNO.208_d_2139,spNO.208,d,2139,2144,2147,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_d_2139,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_d_2139,4
spNO.208_e_937,spNO.208,e,937,947,952,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_937,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_937,4
spNO.208_e_1267,spNO.208,e,1267,1273,1293,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_1267,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_1267,4
spNO.208_e_1757,spNO.208,e,1757,1764,1777,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_e_1757,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_e_1757,4
spNO.208_f_1744,spNO.208,f,1744,1751,1764,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_f_1744,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_f_1744,4
spNO.208_m_47,spNO.208,m,47,51,55,surprise,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_47,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_47,4
spNO.208_m_178,spNO.208,m,178,183,198,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_178,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_178,4
spNO.208_m_608,spNO.208,m,608,616,641,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_608,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_608,4
spNO.208_m_1272,spNO.208,m,1272,1280,1289,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.208_m_1272,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.208_m_1272,4
spNO.209_c_221,spNO.209,c,221,228,262,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_c_221,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_c_221,1
spNO.209_h_2818,spNO.209,h,2818,2823,2838,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_h_2818,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_h_2818,1
spNO.209_i_3296,spNO.209,i,3296,3302,3329,anger,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_i_3296,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_i_3296,1
spNO.209_j_661,spNO.209,j,661,668,709,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_j_661,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_j_661,1
spNO.209_l_268,spNO.209,l,268,272,301,sad,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_l_268,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_l_268,1
spNO.209_m_63,spNO.209,m,63,68,76,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.209_m_63,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.209_m_63,1
spNO.210_a_62,spNO.210,a,62,69,78,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_a_62,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_a_62,2
spNO.210_a_913,spNO.210,a,913,920,935,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_a_913,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_a_913,2
spNO.210_b_5,spNO.210,b,5,5,36,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_b_5,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_b_5,2
spNO.210_b_218,spNO.210,b,218,225,268,happy,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_b_218,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_b_218,2
spNO.210_b_284,spNO.210,b,284,292,327,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_b_284,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_b_284,2
spNO.210_c_110,spNO.210,c,110,117,135,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_110,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_110,2
spNO.210_c_1473,spNO.210,c,1473,1479,1494,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_1473,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_1473,2
spNO.210_c_2082,spNO.210,c,2082,2087,2124,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_2082,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_2082,2
spNO.210_c_3207,spNO.210,c,3207,3211,3215,disgust,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_c_3207,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_c_3207,2
spNO.210_d_2425,spNO.210,d,2425,2433,2458,fear,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_d_2425,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_d_2425,2
spNO.210_d_2975,spNO.210,d,2975,2982,3011,others,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\frame\spNO.210_d_2975,CASME3_Dataset\Part_A_ME_clip\Part_A_ME_clip\depth\spNO.210_d_2975,2
